AUC score	Balanced accuracy score	Precision	Recall	species	antibiotic	MOA	case	R1	S1	Rn	Sn	distance	model
0.876944444444445	0.666666666666667	1.0	0.333333333333333	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
0.373055555555556	0.4675	0.0	0.0	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
0.520609861591696	0.500735294117647	0.08	0.0008823529411764	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.507569204152249	0.501764705882353	0.12	0.0041176470588235	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.495406574394464	0.5	0.0	0.0	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.527993079584775	0.501764705882353	0.13	0.0029411764705882	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.515415224913495	0.502205882352941	0.11	0.0035294117647058	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.511998269896194	0.488676470588235	0.105	0.0044117647058823	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.517525951557094	0.5	0.0	0.0	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.522564878892734	0.501911764705882	0.13	0.0020588235294117	extend_E_coli	amoxicillin_clavulanate	CWSI	0	133	144	125	0	1.81542043287304	LightGBM
0.457357266435986	0.501617647058824	0.08	0.0038235294117647	extend_E_coli	amoxicillin_clavulanate	CWSI	0	134	144	125	0	1.81542043287304	LightGBM
0.62356290174472	0.503333333333333	0.16	0.0039393939393939	extend_E_coli	amoxicillin_clavulanate	CWSI	0	134	144	126	0	1.81542043287304	LightGBM
0.582235621521336	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	507	1.81542043287304	LightGBM
0.579854950244561	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	507	1.81542043287304	LightGBM
0.55215972339349	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	507	1.81542043287304	LightGBM
0.502900995108787	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	507	1.81542043287304	LightGBM
0.496642139889197	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	508	1.81542043287304	LightGBM
0.538392486149585	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	508	1.81542043287304	LightGBM
0.532902527700831	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	508	1.81542043287304	LightGBM
